"Sens","Sens_L","Sens_H","Spec","Spec_L","Spec_H","ppv","ppv_L","ppv_H","npv","npv_L","npv_H","X","AccuracyTableCategory","Referral","Sensitivity","Specificity","PPV","NPV"
0.923566878980892,0.895752643358182,0.945895547523603,0.602706027060271,0.568131743286187,0.636532805954417,0.573878627968338,0.537784660618453,0.609395627125096,0.931558935361217,0.906504988063832,0.951607727226802,0.397293972939729,"Probably TB","subset(MDF, MDF$UseCase %in% ""PublicDOTSRetesting"")","92.357%, (89.575-94.5896%)","60.27%, (56.813-63.65%)","57.388%, (53.778-60.940%)","93.156%, (90.650-95.161%)"
0.953290870488323,0.930133407149408,0.970499533836844,0.484624846248462,0.449765802600302,0.519595737757261,0.517281105990783,0.483451549429293,0.550992987940877,0.947115384615385,0.921024186039313,0.966564394523861,0.515375153751538,"Any Abnormality","subset(MDF, MDF$UseCase %in% ""PublicDOTSRetesting"")","95.329%, (93.013-97.0500%)","48.46%, (44.977-51.96%)","51.728%, (48.345-55.099%)","94.712%, (92.102-96.656%)"
0.424657534246575,0.3583294821303,0.49305349704693,0.962566844919786,0.949735880739599,0.97289077587325,0.688888888888889,0.60355451910622,0.765722017500928,0.895522388059702,0.876869421376792,0.912219612383205,0.0374331550802139,"Highly Suggestive","subset(MDF, MDF$UseCase %in% ""WalkIn"")","42.466%, (35.833-49.3053%)","96.26%, (94.974-97.29%)","68.889%, (60.355-76.572%)","89.552%, (87.687-91.222%)"
0.858447488584475,0.805133129625899,0.901752633764258,0.819964349376114,0.79620768963953,0.842029504300359,0.482051282051282,0.431478059790476,0.532898891030745,0.967402733964248,0.954048105645379,0.977746441550228,0.180035650623886,"Probably TB","subset(MDF, MDF$UseCase %in% ""WalkIn"")","85.845%, (80.513-90.1753%)","82.00%, (79.621-84.20%)","48.205%, (43.148-53.290%)","96.740%, (95.405-97.775%)"
0.936073059360731,0.895066790079972,0.964613005836568,0.690730837789661,0.662766611268258,0.71769102113621,0.371376811594203,0.330946047473303,0.413192468337951,0.982256020278834,0.970407676967967,0.990266107443145,0.309269162210339,"Any Abnormality","subset(MDF, MDF$UseCase %in% ""WalkIn"")","93.607%, (89.507-96.4613%)","69.07%, (66.277-71.77%)","37.138%, (33.095-41.319%)","98.226%, (97.041-99.027%)"
0.6875,0.413379363548641,0.889830045282883,0.9,0.804754347458338,0.958840298416415,0.611111111111111,0.357451205893063,0.827014145210248,0.926470588235294,0.836687872654396,0.97569478894933,0.1,"Highly Suggestive","subset(MDF, MDF$UseCase %in% ""Community screening"")","68.750%, (41.338-88.9830%)","90.00%, (80.475-95.88%)","61.111%, (35.745-82.701%)","92.647%, (83.669-97.569%)"
0.9375,0.697679261565468,0.998418888277234,0.728571428571429,0.609020212294188,0.828008836200318,0.441176470588235,0.271850196414867,0.621142356042929,0.980769230769231,0.897446455347882,0.999513237584508,0.271428571428571,"Probably TB","subset(MDF, MDF$UseCase %in% ""Community screening"")","93.750%, (69.768-99.8419%)","72.86%, (60.902-82.80%)","44.118%, (27.185-62.114%)","98.077%, (89.745-99.951%)"
0.9375,0.697679261565468,0.998418888277234,0.585714285714286,0.461661633218541,0.702279038765093,0.340909090909091,0.204917346969482,0.4991949892943,0.976190476190476,0.874341442825008,0.999397376698396,0.414285714285714,"Any Abnormality","subset(MDF, MDF$UseCase %in% ""Community screening"")","93.750%, (69.768-99.8419%)","58.57%, (46.166-70.23%)","34.091%, (20.492-49.919%)","97.619%, (87.434-99.940%)"
0.555555555555556,0.212008506778868,0.863004337734833,0.958904109589041,0.884563921233139,0.991443510492214,0.625,0.244863216366552,0.914766585862746,0.945945945945946,0.867344858778176,0.985077654807848,0.041095890410959,"Highly Suggestive","subset(MDF, MDF$UseCase %in% ""Contacts"")","55.556%, (21.201-86.3004%)","95.89%, (88.456-99.14%)","62.500%, (24.486-91.477%)","94.595%, (86.734-98.508%)"
1,0.663732883120057,1,0.767123287671233,0.653534510060822,0.858102005152792,0.346153846153846,0.172144138005666,0.55667192604239,1,0.936249903337638,1,0.232876712328767,"Probably TB","subset(MDF, MDF$UseCase %in% ""Contacts"")","100.000%, (66.373-100.0000%)","76.71%, (65.353-85.81%)","34.615%, (17.214-55.667%)","100.000%, (93.625-100.000%)"
1,0.663732883120057,1,0.712328767123288,0.594468876376753,0.812307425190151,0.3,0.147345184754701,0.493959041462554,1,0.93151779129668,1,0.287671232876712,"Any Abnormality","subset(MDF, MDF$UseCase %in% ""Contacts"")","100.000%, (66.373-100.0000%)","71.23%, (59.447-81.23%)","30.000%, (14.735-49.396%)","100.000%, (93.152-100.000%)"
0.412844036697248,0.319379942979406,0.511166337321557,0.922374429223744,0.878622103692932,0.954131406116307,0.725806451612903,0.597683842594978,0.831457055070029,0.759398496240602,0.703418293340699,0.809498028610136,0.0776255707762558,"Highly Suggestive","subset(MDF, is.na(MDF$UseCase) == T)","41.284%, (31.938-51.1166%)","92.24%, (87.862-95.41%)","72.581%, (59.768-83.146%)","75.940%, (70.342-80.950%)"
0.834862385321101,0.751625074387887,0.899091561902768,0.744292237442922,0.681154019988476,0.80068799540719,0.619047619047619,0.535381217351376,0.697812713363664,0.900552486187845,0.847387223987234,0.939989222239266,0.255707762557078,"Probably TB","subset(MDF, is.na(MDF$UseCase) == T)","83.486%, (75.163-89.9092%)","74.43%, (68.115-80.07%)","61.905%, (53.538-69.781%)","90.055%, (84.739-93.999%)"
0.954128440366973,0.896193085683909,0.984940097672907,0.401826484018265,0.3363390146739,0.470009434792444,0.442553191489362,0.378005391257836,0.508568594920807,0.946236559139785,0.878980016885903,0.982315000193921,0.598173515981735,"Any Abnormality","subset(MDF, is.na(MDF$UseCase) == T)","95.413%, (89.619-98.4940%)","40.18%, (33.634-47.00%)","44.255%, (37.801-50.857%)","94.624%, (87.898-98.232%)"
